peak_I,test_strategy,train_strategy,augmentation
842.0,MCMC,UNIFORM_RANDOM,1
520.0,MCMC,UNIFORM_RANDOM,1
972.0,MCMC,UNIFORM_RANDOM,1
1045.9604,MCMC,UNIFORM_RANDOM,1
149.0,MCMC,UNIFORM_RANDOM,1
8335.854,MCMC,UNIFORM_RANDOM,1
7618.309,MCMC,UNIFORM_RANDOM,1
434.0,MCMC,UNIFORM_RANDOM,1
845.0,MCMC,UNIFORM_RANDOM,1
186.0,MCMC,UNIFORM_RANDOM,1
618.0,MCMC,UNIFORM_RANDOM,1
331.0,MCMC,UNIFORM_RANDOM,1
352.0,MCMC,UNIFORM_RANDOM,1
2010.5297,MCMC,UNIFORM_RANDOM,1
96.0,MCMC,UNIFORM_RANDOM,1
517.0,MCMC,UNIFORM_RANDOM,1
495.0,MCMC,UNIFORM_RANDOM,1
550.1975,MCMC,UNIFORM_RANDOM,1
696.0,MCMC,UNIFORM_RANDOM,1
893.0,MCMC,UNIFORM_RANDOM,1
1068.207,MCMC,UNIFORM_RANDOM,1
319.0,MCMC,UNIFORM_RANDOM,1
945.0,MCMC,UNIFORM_RANDOM,1
16987.506,MCMC,UNIFORM_RANDOM,1
1553.5356,MCMC,UNIFORM_RANDOM,1
663.0,MCMC,UNIFORM_RANDOM,1
668.2445,MCMC,UNIFORM_RANDOM,1
511.0,MCMC,UNIFORM_RANDOM,1
637.0,MCMC,UNIFORM_RANDOM,1
1601.9348,MCMC,UNIFORM_RANDOM,1
776.0,MCMC,UNIFORM_RANDOM,1
870.0,MCMC,UNIFORM_RANDOM,1
189.0,MCMC,UNIFORM_RANDOM,1
418.3172,MCMC,UNIFORM_RANDOM,1
648.0,MCMC,UNIFORM_RANDOM,1
856.0,MCMC,UNIFORM_RANDOM,1
2207.4377,MCMC,UNIFORM_RANDOM,1
521.0,MCMC,UNIFORM_RANDOM,1
908.0,MCMC,UNIFORM_RANDOM,1
8226.69,MCMC,UNIFORM_RANDOM,1
823.0,MCMC,UNIFORM_RANDOM,1
