peak_I,test_strategy,train_strategy,augmentation
1519.7498,LHS,MCMC,1
694.80505,LHS,MCMC,1
218.13425,LHS,MCMC,1
3238.2822,LHS,MCMC,1
48983.637,LHS,MCMC,1
973.0,LHS,MCMC,1
868.0,LHS,MCMC,1
6220.3374,LHS,MCMC,1
710.0,LHS,MCMC,1
655.0,LHS,MCMC,1
805.0,LHS,MCMC,1
42.0,LHS,MCMC,1
306.0,LHS,MCMC,1
741.0,LHS,MCMC,1
766.0,LHS,MCMC,1
1211.4519,LHS,MCMC,1
661.0,LHS,MCMC,1
801.0,LHS,MCMC,1
9105.16,LHS,MCMC,1
36807.004,LHS,MCMC,1
5420.365,LHS,MCMC,1
33.0,LHS,MCMC,1
3177.612,LHS,MCMC,1
285.0,LHS,MCMC,1
585.0,LHS,MCMC,1
4587.4355,LHS,MCMC,1
650.0,LHS,MCMC,1
7150.495,LHS,MCMC,1
2677.1309,LHS,MCMC,1
935.0,LHS,MCMC,1
344.0,LHS,MCMC,1
285.0,LHS,MCMC,1
15112.505,LHS,MCMC,1
1553.6498,LHS,MCMC,1
750.0,LHS,MCMC,1
77.0,LHS,MCMC,1
515.0,LHS,MCMC,1
362.0,LHS,MCMC,1
678.0,LHS,MCMC,1
896.0,LHS,MCMC,1
1403.3251,LHS,MCMC,1
461.0,LHS,MCMC,1
10146.48,LHS,MCMC,1
11447.365,LHS,MCMC,1
751.0,LHS,MCMC,1
2597.1023,LHS,MCMC,1
8458.23,LHS,MCMC,1
999.0,LHS,MCMC,1
1225.5153,LHS,MCMC,1
216.0,LHS,MCMC,1
279.0,LHS,MCMC,1
1301.7334,LHS,MCMC,1
300.0,LHS,MCMC,1
3615.8096,LHS,MCMC,1
228.0,LHS,MCMC,1
3936.3909,LHS,MCMC,1
3224.364,LHS,MCMC,1
2823.9907,LHS,MCMC,1
351.0,LHS,MCMC,1
510.0,LHS,MCMC,1
795.0,LHS,MCMC,1
883.0553,LHS,MCMC,1
15058.382,LHS,MCMC,1
58235.734,LHS,MCMC,1
13665.247,LHS,MCMC,1
307.0,LHS,MCMC,1
392.0,LHS,MCMC,1
2147.9294,LHS,MCMC,1
325.0,LHS,MCMC,1
