peak_I,test_strategy,train_strategy,augmentation
734.0,MCMC,MCMC,1
6103.5254,MCMC,MCMC,1
849.0,MCMC,MCMC,1
5354.0825,MCMC,MCMC,1
64.0,MCMC,MCMC,1
168.0,MCMC,MCMC,1
1409.0282,MCMC,MCMC,1
83.0,MCMC,MCMC,1
3072.191,MCMC,MCMC,1
867.0,MCMC,MCMC,1
2497.227,MCMC,MCMC,1
442.0,MCMC,MCMC,1
48.0,MCMC,MCMC,1
108.0,MCMC,MCMC,1
1314.4993,MCMC,MCMC,1
864.0,MCMC,MCMC,1
2812.5203,MCMC,MCMC,1
1314.7902,MCMC,MCMC,1
158.0,MCMC,MCMC,1
662.6314,MCMC,MCMC,1
416.0,MCMC,MCMC,1
376.0,MCMC,MCMC,1
858.0,MCMC,MCMC,1
6663.922,MCMC,MCMC,1
533.0,MCMC,MCMC,1
834.0,MCMC,MCMC,1
2291.6018,MCMC,MCMC,1
686.0,MCMC,MCMC,1
17.0,MCMC,MCMC,1
244.0,MCMC,MCMC,1
788.0,MCMC,MCMC,1
4387.659,MCMC,MCMC,1
1150.35,MCMC,MCMC,1
802.0,MCMC,MCMC,1
40.0,MCMC,MCMC,1
720.6704,MCMC,MCMC,1
498.0,MCMC,MCMC,1
485.0,MCMC,MCMC,1
720.0,MCMC,MCMC,1
396.0,MCMC,MCMC,1
893.0,MCMC,MCMC,1
959.0,MCMC,MCMC,1
125.0,MCMC,MCMC,1
181.0,MCMC,MCMC,1
316.0,MCMC,MCMC,1
519.0,MCMC,MCMC,1
654.0,MCMC,MCMC,1
993.0,MCMC,MCMC,1
903.04596,MCMC,MCMC,1
4849.727,MCMC,MCMC,1
910.0,MCMC,MCMC,1
304.0,MCMC,MCMC,1
769.0,MCMC,MCMC,1
519.0,MCMC,MCMC,1
4666.682,MCMC,MCMC,1
501.0,MCMC,MCMC,1
872.0,MCMC,MCMC,1
653.038,MCMC,MCMC,1
8057.8774,MCMC,MCMC,1
500.0,MCMC,MCMC,1
1808.1842,MCMC,MCMC,1
1655.4675,MCMC,MCMC,1
208.0,MCMC,MCMC,1
2729.6782,MCMC,MCMC,1
381.83438,MCMC,MCMC,1
990.9327,MCMC,MCMC,1
332.0,MCMC,MCMC,1
283.0,MCMC,MCMC,1
890.0,MCMC,MCMC,1
286.0,MCMC,MCMC,1
120.0,MCMC,MCMC,1
202.0,MCMC,MCMC,1
1376.8354,MCMC,MCMC,1
785.0,MCMC,MCMC,1
783.0,MCMC,MCMC,1
753.0,MCMC,MCMC,1
131.92955,MCMC,MCMC,1
786.0,MCMC,MCMC,1
869.0,MCMC,MCMC,1
940.8464,MCMC,MCMC,1
5747.3774,MCMC,MCMC,1
3890.3513,MCMC,MCMC,1
836.0,MCMC,MCMC,1
52.0,MCMC,MCMC,1
986.0,MCMC,MCMC,1
395.0,MCMC,MCMC,1
543.0,MCMC,MCMC,1
958.0,MCMC,MCMC,1
1007.76215,MCMC,MCMC,1
7397.396,MCMC,MCMC,1
47.0,MCMC,MCMC,1
474.0,MCMC,MCMC,1
470.0,MCMC,MCMC,1
616.0,MCMC,MCMC,1
815.0,MCMC,MCMC,1
263.0,MCMC,MCMC,1
988.93665,MCMC,MCMC,1
696.32794,MCMC,MCMC,1
663.0,MCMC,MCMC,1
54.0,MCMC,MCMC,1
713.0,MCMC,MCMC,1
1532.1687,MCMC,MCMC,1
438.0,MCMC,MCMC,1
