tau,gamma,rho,R0,true_peak_I,pred_peak_I
0.0146542630898731,0.45217084299788096,0.00038404619616537147,1.8797038163219713,1311.9178099029682,1082.7403924837304
0.005228864123375367,0.35012953072661973,0.006069037472420522,0.8661769217991697,607.0,598.3675402860641
0.005875126248209395,0.7640814826497145,0.00542881677191119,0.4459698738077673,543.0,534.356849819871
0.0009614656278623562,0.7116488499654454,0.003925997852679224,0.07836028459643316,393.0,381.25992325359414
0.008646669956446761,0.7126953449295201,0.0015463049889592744,0.7036763478839716,155.0,157.1634890432067
0.011223144915347611,0.3219818765705728,0.006648064353719377,2.0216740520408956,2057.7073267895585,2189.9874553139507
0.015013235944040994,0.9798048234579432,0.0036272784182993898,0.8887154501661363,363.0,354.84147634364865
0.007808269147923868,0.16912961699142334,0.00827460121965894,2.677707303047639,4797.617049515962,4483.8043562783805
0.01927928132139973,0.6138702155659744,0.006711552043229721,1.8215549285287131,1069.6323039428999,1342.281615827198
0.01496857710778261,0.7050499894612412,0.005510044318926342,1.2313700946436477,551.0,560.1313960158766
0.0025741467187161754,0.3807420391171011,0.009035607977547083,0.39213035164635257,904.0,919.6438326932741
0.008700689083337433,0.482600233511151,0.004088332675582027,1.0456687166561656,409.0,421.1810805416533
0.008182268488807192,0.3994421244899059,0.0015603703473380571,1.1880859410029745,253.3141116812817,164.4441478884936
0.002049172869826331,0.09046882101962966,0.005026502730629937,1.3137346669317047,503.0,723.1121067783657
0.01498594985201523,0.44928402821887503,0.003362047762971369,1.9346004683555043,1851.2312772463706,1335.7686337389623
0.013084692144865238,0.517131477042693,0.0005517433997196091,1.4675419658113946,57.850699705893255,236.49930758201532
0.004343690883191306,0.6820164942528527,0.004198728400969935,0.3693958626339219,420.0,413.17663705468294
0.013231955735947272,0.8062214413793973,0.001973158719673479,0.9519139448485446,197.0,188.30667303975957
0.010689086440587057,0.13222469198867767,0.007680251001645109,4.688738572422893,13604.271363453998,14389.054819181149
0.013042282382238948,0.9918221131733111,0.00730434901849986,0.7626895671337752,730.0,687.8073123081002
0.00767070116530276,0.5142458386155222,0.0035019289975507795,0.8651517118453372,350.0,358.9325973078651
0.015683037360277242,0.9631959055594056,0.0009358902793730324,0.9443729584458653,94.0,112.79914244732089
0.013216287421839775,0.851850104264002,0.003222083144742029,0.8998586331441506,322.0,312.749624196885
0.005552682600116454,0.7454152939553476,0.000940667181480551,0.43204854182405106,94.0,96.77550476381276
0.00729550271157191,0.5183431375018392,0.009946409707762437,0.8163302003196083,995.0,977.6420077442526
0.002883935284236574,0.3767424699218273,0.00035963560295502664,0.44398563963449317,36.0,118.5506054931356
0.0057913292516205235,0.39431605281638415,0.00033215546328613726,0.8518473802800086,33.0,65.50295452271246
0.014517429344770615,0.5740233425760382,0.005275007175948235,1.4668582957236769,748.8505339041262,714.4263576941352
0.005405091800256349,0.5903046454167753,0.008304103774715228,0.5310737885071696,830.0,830.1539409115337
0.007267846802804557,0.14011163425552092,0.007374734435951246,3.0085661108906394,5556.402397247577,5967.472686577779
0.004381379700381287,0.6296058849456964,0.005623449379659438,0.4036176101562846,562.0,562.9342335672244
0.017556235685434747,0.8860451849238655,0.001448538461567838,1.1492209280982784,153.9941968189869,138.6725369075955
0.004760874191600739,0.7578778892548524,0.0017817805373426326,0.3643472214030882,178.0,172.05427865867654
0.005404660210850999,0.32644566532693675,0.0052704910613501545,0.9602525795997816,527.0,522.463383229271
